tile_id,date,lat,lon,scene,path
S2_11-6-18_16PCC_26,2018-06-11,15.753861,-88.27211,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_26.tif
S2_11-6-18_16PCC_27,2018-06-11,15.939106,-88.249356,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_27.tif
S2_11-6-18_16PCC_28,2018-06-11,15.754,-88.248217,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_28.tif
S2_11-6-18_16PCC_29,2018-06-11,15.730861,-88.248076,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_29.tif
S2_11-6-18_16PCC_3,2018-06-11,15.867325,-88.607488,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_3.tif
S2_11-6-18_16PCC_30,2018-06-11,15.939243,-88.225441,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_30.tif
S2_11-6-18_16PCC_31,2018-06-11,15.916105,-88.225301,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_31.tif
S2_11-6-18_16PCC_32,2018-06-11,15.777274,-88.224464,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_32.tif
S2_11-6-18_16PCC_33,2018-06-11,15.730996,-88.224186,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_33.tif
S2_11-6-18_16PCC_34,2018-06-11,15.707858,-88.224048,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_34.tif
S2_11-6-18_16PCC_35,2018-06-11,15.916239,-88.201389,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_35.tif
S2_11-6-18_16PCC_36,2018-06-11,15.70799,-88.200161,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_36.tif
S2_11-6-18_16PCC_37,2018-06-11,15.9165,-88.153565,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_37.tif
S2_11-6-18_16PCC_38,2018-06-11,15.708247,-88.152385,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_38.tif
S2_11-6-18_16PCC_39,2018-06-11,15.939765,-88.129782,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_39.tif
S2_11-6-18_16PCC_4,2018-06-11,15.844191,-88.607304,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_4.tif
S2_11-6-18_16PCC_40,2018-06-11,15.916626,-88.129653,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_40.tif
S2_11-6-18_16PCC_41,2018-06-11,15.893487,-88.129523,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_41.tif
S2_11-6-18_16PCC_42,2018-06-11,15.777791,-88.128881,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_42.tif
S2_11-6-18_16PCC_43,2018-06-11,15.731512,-88.128625,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_43.tif
S2_11-6-18_16PCC_44,2018-06-11,15.708372,-88.128497,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_44.tif
S2_11-6-18_16PCC_45,2018-06-11,16.009307,-88.106248,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_45.tif
S2_11-6-18_16PCC_46,2018-06-11,15.986168,-88.106121,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_46.tif
S2_11-6-18_16PCC_47,2018-06-11,15.939889,-88.105867,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_47.tif
S2_11-6-18_16PCC_48,2018-06-11,15.91675,-88.10574,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_48.tif
S2_11-6-18_16PCC_49,2018-06-11,15.893611,-88.105613,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_49.tif
S2_11-6-18_16PCC_5,2018-06-11,15.821056,-88.607121,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_5.tif
S2_11-6-18_16PCC_50,2018-06-11,16.009429,-88.082324,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_50.tif
S2_11-6-18_16PCC_51,2018-06-11,15.940011,-88.081951,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_51.tif
S2_11-6-18_16PCC_52,2018-06-11,15.916871,-88.081827,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_52.tif
S2_11-6-18_16PCC_6,2018-06-11,15.751652,-88.606574,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_6.tif
S2_11-6-18_16PCC_7,2018-06-11,15.983175,-88.584493,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_7.tif
S2_11-6-18_16PCC_8,2018-06-11,15.867501,-88.583586,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_8.tif
S2_11-6-18_16PCC_9,2018-06-11,15.984023,-88.464909,S2_11-6-18_16PCC,raw/marida/patches/S2_11-6-18_16PCC/S2_11-6-18_16PCC_9.tif
S2_12-1-17_16PCC_0,2017-01-12,15.898469,-88.391255,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_0.tif
S2_12-1-17_16PCC_1,2017-01-12,15.875332,-88.391096,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_1.tif
S2_12-1-17_16PCC_10,2017-01-12,15.852929,-88.271421,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_10.tif
S2_12-1-17_16PCC_11,2017-01-12,15.829791,-88.271277,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_11.tif
S2_12-1-17_16PCC_12,2017-01-12,15.806653,-88.271132,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_12.tif
S2_12-1-17_16PCC_13,2017-01-12,15.760377,-88.270844,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_13.tif
S2_12-1-17_16PCC_14,2017-01-12,15.853068,-88.247517,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_14.tif
S2_12-1-17_16PCC_15,2017-01-12,15.737376,-88.246809,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_15.tif
S2_12-1-17_16PCC_16,2017-01-12,15.853204,-88.223613,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_16.tif
S2_12-1-17_16PCC_17,2017-01-12,15.76065,-88.223057,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_17.tif
S2_12-1-17_16PCC_18,2017-01-12,15.714373,-88.222781,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_18.tif
S2_12-1-17_16PCC_19,2017-01-12,15.922754,-88.20012,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_19.tif
S2_12-1-17_16PCC_2,2017-01-12,15.898771,-88.343438,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_2.tif
S2_12-1-17_16PCC_20,2017-01-12,15.876477,-88.199846,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_20.tif
S2_12-1-17_16PCC_21,2017-01-12,15.853338,-88.199709,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_21.tif
S2_12-1-17_16PCC_22,2017-01-12,15.807061,-88.199436,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_22.tif
S2_12-1-17_16PCC_23,2017-01-12,15.714505,-88.198892,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_23.tif
S2_12-1-17_16PCC_24,2017-01-12,15.876737,-88.152031,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_24.tif
S2_12-1-17_16PCC_25,2017-01-12,15.737902,-88.151246,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_25.tif
S2_12-1-17_16PCC_26,2017-01-12,15.738026,-88.127354,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_26.tif
S2_12-1-17_16PCC_27,2017-01-12,15.877107,-88.080307,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_27.tif
S2_12-1-17_16PCC_3,2017-01-12,15.852496,-88.343132,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_3.tif
S2_12-1-17_16PCC_4,2017-01-12,15.898918,-88.31953,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_4.tif
S2_12-1-17_16PCC_5,2017-01-12,15.875781,-88.319379,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_5.tif
S2_12-1-17_16PCC_6,2017-01-12,15.806368,-88.318928,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_6.tif
S2_12-1-17_16PCC_7,2017-01-12,15.922201,-88.295769,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_7.tif
S2_12-1-17_16PCC_8,2017-01-12,15.82965,-88.295178,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_8.tif
S2_12-1-17_16PCC_9,2017-01-12,15.806512,-88.29503,S2_12-1-17_16PCC,raw/marida/patches/S2_12-1-17_16PCC/S2_12-1-17_16PCC_9.tif
S2_12-1-17_16PEC_0,2017-01-12,15.898427,-86.984306,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_0.tif
S2_12-1-17_16PEC_1,2017-01-12,16.199287,-86.960331,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_1.tif
S2_12-1-17_16PEC_10,2017-01-12,16.083546,-86.888543,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_10.tif
S2_12-1-17_16PEC_11,2017-01-12,15.990923,-86.816817,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_11.tif
S2_12-1-17_16PEC_12,2017-01-12,15.967734,-86.768991,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_12.tif
S2_12-1-17_16PEC_13,2017-01-12,15.805703,-86.745272,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_13.tif
S2_12-1-17_16PEC_14,2017-01-12,16.129679,-86.72092,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_14.tif
S2_12-1-17_16PEC_15,2017-01-12,16.013896,-86.673224,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_15.tif
S2_12-1-17_16PEC_16,2017-01-12,15.990753,-86.673262,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_16.tif
S2_12-1-17_16PEC_17,2017-01-12,16.013858,-86.649296,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_17.tif
S2_12-1-17_16PEC_18,2017-01-12,15.990715,-86.649336,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_18.tif
S2_12-1-17_16PEC_19,2017-01-12,15.80557,-86.649657,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_19.tif
S2_12-1-17_16PEC_2,2017-01-12,15.852136,-86.9604,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_2.tif
S2_12-1-17_16PEC_20,2017-01-12,15.782426,-86.649697,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_20.tif
S2_12-1-17_16PEC_21,2017-01-12,16.175774,-86.601116,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_21.tif
S2_12-1-17_16PEC_22,2017-01-12,16.152585,-86.577218,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_22.tif
S2_12-1-17_16PEC_23,2017-01-12,16.129443,-86.577267,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_23.tif
S2_12-1-17_16PEC_24,2017-01-12,15.967444,-86.577608,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_24.tif
S2_12-1-17_16PEC_25,2017-01-12,16.198821,-86.553169,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_25.tif
S2_12-1-17_16PEC_26,2017-01-12,16.106251,-86.553377,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_26.tif
S2_12-1-17_16PEC_27,2017-01-12,16.083109,-86.553428,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_27.tif
S2_12-1-17_16PEC_28,2017-01-12,16.198769,-86.529219,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_28.tif
S2_12-1-17_16PEC_29,2017-01-12,16.1062,-86.529438,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_29.tif
S2_12-1-17_16PEC_3,2017-01-12,15.828992,-86.960404,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_3.tif
S2_12-1-17_16PEC_30,2017-01-12,15.990487,-86.529709,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_30.tif
S2_12-1-17_16PEC_31,2017-01-12,16.175573,-86.505326,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_31.tif
S2_12-1-17_16PEC_32,2017-01-12,15.967291,-86.505841,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_32.tif
S2_12-1-17_16PEC_33,2017-01-12,15.805291,-86.506236,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_33.tif
S2_12-1-17_16PEC_34,2017-01-12,15.851271,-86.386582,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_34.tif
S2_12-1-17_16PEC_35,2017-01-12,15.828129,-86.386651,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_35.tif
S2_12-1-17_16PEC_36,2017-01-12,16.17519,-86.361645,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_36.tif
S2_12-1-17_16PEC_37,2017-01-12,16.013198,-86.362162,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_37.tif
S2_12-1-17_16PEC_38,2017-01-12,16.151975,-86.337775,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_38.tif
S2_12-1-17_16PEC_39,2017-01-12,16.059092,-86.242353,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_39.tif
S2_12-1-17_16PEC_4,2017-01-12,15.805848,-86.960409,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_4.tif
S2_12-1-17_16PEC_5,2017-01-12,15.967849,-86.936454,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_5.tif
S2_12-1-17_16PEC_6,2017-01-12,15.782699,-86.936512,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_6.tif
S2_12-1-17_16PEC_7,2017-01-12,16.083557,-86.91248,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_7.tif
S2_12-1-17_16PEC_8,2017-01-12,15.96784,-86.91253,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_8.tif
S2_12-1-17_16PEC_9,2017-01-12,15.921553,-86.912551,S2_12-1-17_16PEC,raw/marida/patches/S2_12-1-17_16PEC/S2_12-1-17_16PEC_9.tif
S2_12-1-19_16PEC_0,2019-01-12,15.857383,-86.988232,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_0.tif
S2_12-1-19_16PEC_1,2019-01-12,15.834239,-86.988233,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_1.tif
S2_12-1-19_16PEC_10,2019-01-12,15.811069,-86.892615,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_10.tif
S2_12-1-19_16PEC_11,2019-01-12,15.973061,-86.868605,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_11.tif
S2_12-1-19_16PEC_12,2019-01-12,15.973045,-86.844682,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_12.tif
S2_12-1-19_16PEC_13,2019-01-12,15.949902,-86.844699,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_13.tif
S2_12-1-19_16PEC_14,2019-01-12,15.787896,-86.844823,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_14.tif
S2_12-1-19_16PEC_15,2019-01-12,15.949883,-86.820778,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_15.tif
S2_12-1-19_16PEC_16,2019-01-12,15.880432,-86.796927,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_16.tif
S2_12-1-19_16PEC_17,2019-01-12,15.972982,-86.77291,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_17.tif
S2_12-1-19_16PEC_18,2019-01-12,15.949838,-86.772936,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_18.tif
S2_12-1-19_16PEC_19,2019-01-12,15.926668,-86.749044,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_19.tif
S2_12-1-19_16PEC_2,2019-01-12,15.811095,-86.988234,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_2.tif
S2_12-1-19_16PEC_20,2019-01-12,15.834094,-86.749159,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_20.tif
S2_12-1-19_16PEC_21,2019-01-12,15.857209,-86.72522,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_21.tif
S2_12-1-19_16PEC_22,2019-01-12,15.857177,-86.70131,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_22.tif
S2_12-1-19_16PEC_23,2019-01-12,15.787747,-86.701412,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_23.tif
S2_12-1-19_16PEC_24,2019-01-12,15.949716,-86.677253,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_24.tif
S2_12-1-19_16PEC_25,2019-01-12,15.972822,-86.653292,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_25.tif
S2_12-1-19_16PEC_26,2019-01-12,15.972782,-86.629369,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_26.tif
S2_12-1-19_16PEC_27,2019-01-12,15.949639,-86.629411,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_27.tif
S2_12-1-19_16PEC_28,2019-01-12,15.857066,-86.629581,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_28.tif
S2_12-1-19_16PEC_29,2019-01-12,15.903266,-86.581666,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_29.tif
S2_12-1-19_16PEC_3,2019-01-12,15.787951,-86.988236,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_3.tif
S2_12-1-19_16PEC_30,2019-01-12,15.903218,-86.557751,S2_12-1-19_16PEC,raw/marida/patches/S2_12-1-19_16PEC/S2_12-1-19_16PEC_30.tif
